rank,side,term,tfidf
192,left,far_away,0.0273921566754
193,left,thats_exactly,0.0273355027837
194,left,oil_industry,0.0270805602707
195,left,made_headlines,0.0270805602707
196,left,general_public,0.026995579433
197,left,four_years_ago,0.0268539447035
198,left,passed_away,0.0268256177576
199,left,world_health_organization,0.0267972908118
200,left,global_economy,0.0266839830282
201,left,hurricane_katrina,0.0266273291364
202,left,regime_change,0.0265140213529
203,left,economic_inequality,0.0265140213529
204,left,white_privilege,0.026485694407
205,left,much_higher,0.0264573674611
206,left,gas_industry,0.0264290405152
207,left,video_clip,0.0262874057857
208,left,great_recession,0.0262874057857
209,left,insurance_companies,0.026230751894
210,left,nothing_else,0.0260607902186
211,left,human_rights_watch,0.0260324632727
212,left,college_campuses,0.0259191554892
213,left,executive_producer,0.0259191554892
214,left,democracy_now_democracynoworg,0.0258781471438
215,left,95_percent,0.0258625015974
216,left,walk_away,0.0258625015974
217,left,sen_bernie_sanders_i-vt,0.0258058477056
218,left,senate_majority_leader_mitch_mcconnell,0.0257775207597
219,left,oil_companies,0.0256925399221
220,left,researchers_found,0.0256075590844
221,left,almost_always,0.0255792321385
222,left,50_states,0.0255509051926
223,left,health_benefits,0.0254942513008
224,left,pleaded_guilty,0.0254092704632
225,left,large_numbers,0.0253809435173
226,left,candidate_bernie_sanders,0.0253242896255
227,left,west_coast,0.0252959626796
228,left,business_insider,0.0252959626796
229,left,hours_later,0.0252676357337
230,left,racial_discrimination,0.0251543279501
231,left,stay_tuned,0.0250976740584
232,left,legal_system,0.0250693471125
233,left,weight_loss,0.0250693471125
234,left,daily_basis,0.0249560393289
235,left,central_america,0.0249560393289
236,left,campaign_contributions,0.0248710584912
237,left,national_parks,0.0248144045995
238,left,economic_development,0.0247860776536
239,left,registered_voters,0.0247294237618
240,left,17_percent,0.0246444429241
241,left,nt_care,0.0244461543029
242,left,amnesty_international,0.0244461543029
243,left,columbia_university,0.024417827357
244,left,wide_range,0.0242478656817
245,left,right_direction,0.024162884844
246,left,rudy_giuliani,0.0241345578981
247,left,14_percent,0.0241345578981
248,left,could_easily,0.0240495770604
249,left,noam_chomsky,0.0240212501146
250,left,lgbtq_community,0.0239929231687
251,left,affordable_housing,0.0238796153851
252,left,weeks_later,0.0238229614933
253,left,put_forward,0.0238229614933
254,left,human_health,0.0237946345474
255,left,environmental_justice,0.0237379806557
256,left,democratic_voters,0.0237379806557
257,left,taken_away,0.0237096537098
258,left,social_issues,0.0236813267639
259,left,puerto_rican,0.0236813267639
260,left,im_talking,0.023652999818
261,left,photo_courtesy,0.0236246728721
262,left,charleston_south_carolina,0.0235963459262
263,left,young_girls,0.0235680189803
264,left,hollywood_reporter,0.0234547111968
265,left,small_businesses,0.0234263842509
266,left,much_larger,0.0233697303591
267,left,last_few_years,0.0233697303591
268,left,serena_williams,0.0233414034132
269,left,new_zealand,0.0232847495214
270,left,energy_efficiency,0.0232847495214
271,left,el_salvador,0.0232564225755
272,left,race_relations,0.0232280956296
273,left,vice_president_joe_biden,0.023143114792
274,left,police_killings,0.0230864609002
275,left,20_minutes,0.0230298070084
276,left,fatal_shooting,0.022888172279
277,left,even_better,0.022888172279
278,left,lgbt_equality,0.0228031914413
279,left,international_community,0.0227748644954
280,left,taken_place,0.0227182106036
281,left,16_percent,0.0226898836577
282,left,great_depression,0.0226898836577
283,left,de_facto,0.022633229766
284,left,civil_rights_act,0.0225482489283
285,left,republican_establishment,0.0225482489283
286,left,set_aside,0.0225199219824
287,left,harry_potter,0.0224915950365
288,left,per_month,0.0224632680906
289,left,mr_trumps,0.0224066141988
290,left,growing_number,0.0224066141988
291,left,world_bank,0.0223782872529
292,left,almost_entirely,0.0223782872529
293,left,jamelle_bouie,0.0223499603071
294,left,raise_awareness,0.0223216333612
295,left,family_values,0.0222366525235
296,left,playing_field,0.0221799986317
297,left,living_wage,0.0221516716858
298,left,much_worse,0.022095017794
299,left,step_forward,0.0218684022269
300,left,miles_away,0.0218684022269
301,left,research_shows,0.021840075281
302,left,next_step,0.0218117483351
303,left,national_association,0.0218117483351
304,left,2_billion,0.0217550944434
305,left,cant_wait,0.0217267674975
306,left,since_2010,0.0216984405516
307,left,business_model,0.0216701136057
308,left,republican_lawmakers,0.0216701136057
309,left,fossil_fuel_companies,0.0216417866598
310,left,least_three,0.0216417866598
311,left,congressional_republicans,0.0216134597139
312,left,federal_agencies,0.0216134597139
313,left,pulse_nightclub,0.0215568058221
314,left,fox_news_fox,0.0213585172009
315,left,reminds_us,0.021330190255
316,left,video_footage,0.0212168824715
317,left,taking_care,0.0212168824715
318,left,double_standard,0.0209902669043
319,left,pushed_back,0.0209619399585
320,left,carbon_tax,0.0209619399585
321,left,death_toll,0.0208769591208
322,left,everyone_knows,0.0208486321749
323,left,recent_days,0.020820305229
324,left,43_percent,0.0207919782831
325,left,government_agencies,0.0207636513372
326,left,47_percent,0.0207636513372
327,left,fast_track,0.0207636513372
328,left,gas_station,0.0207353243913
329,left,37_percent,0.0207069974454
330,left,55_percent,0.0207069974454
331,left,anytime_soon,0.0206503435537
332,left,conventional_wisdom,0.0206503435537
333,left,turned_away,0.0206503435537
334,left,every_single_day,0.0205936896619
335,left,44_percent,0.020565362716
336,left,last_december,0.020565362716
337,left,corporate_america,0.0205370357701
338,left,three_hours,0.0205370357701
339,left,public_housing,0.0205370357701
340,left,23_percent,0.0205370357701
341,left,ferguson_missouri,0.0205087088242
342,left,red_carpet,0.0204520549324
343,left,overwhelming_majority,0.0204520549324
344,left,emphasis_added,0.0204237279865
345,left,natural_hair,0.0203670740948
346,left,living_room,0.020310420203
347,left,last_friday,0.020310420203
348,left,oil_prices,0.0202820932571
349,left,net_worth,0.0202537663112
350,left,open_carry,0.0202537663112
351,left,associate_professor,0.0201687854735
352,left,wikimedia_commons,0.0201687854735
353,left,new_album,0.0201404585276
354,left,working_together,0.0200838046359
355,left,drug_war,0.02005547769
356,left,recently_released,0.0200271507441
357,left,south_america,0.0199988237982
358,left,campaign_finance_reform,0.0199421699064
359,left,presidential_bid,0.0199138429605
360,left,30_days,0.0199138429605
361,left,theres_no_way,0.0198855160146
362,left,dont_worry,0.0198855160146
363,left,boston_globe,0.0198288621229
364,left,straight_outta_compton,0.019800535177
365,left,small_town,0.0197722082311
366,left,gop_candidate,0.0197722082311
367,left,first_lady_michelle_obama,0.0197155543393
368,left,officers_involved,0.0196872273934
369,left,drug_dealers,0.0196305735016
370,left,85_percent,0.0195739196099
371,left,domestic_terrorism,0.0195739196099
372,left,step_toward,0.0195739196099
373,left,22_percent,0.0194606118263
374,left,lead_poisoning,0.0194322848804
375,left,kylie_jenner,0.0194039579345
376,left,lesbian_gay_bisexual,0.0193756309886
377,left,panama_papers,0.0193473040427
378,left,big_pharma,0.0193189770968
379,left,federal_level,0.019290650151
380,left,two_years_later,0.0192623232051
381,left,10_minutes,0.0192339962592
382,left,corporate_interests,0.0192339962592
383,left,medicaid_expansion,0.0192339962592
384,left,african-american_community,0.0192056693133
385,left,text_messages,0.0191206884756
386,left,working_conditions,0.0190640345838
387,left,hedge_funds,0.0190073806921
388,left,george_zimmerman,0.0189790537462
389,left,well_aware,0.0189790537462
390,left,political_spectrum,0.0188940729085
391,left,osama_bin_laden,0.0188657459626
392,left,front_lines,0.0187807651249
393,left,social_movements,0.018752438179
394,left,much_longer,0.0186957842873
395,left,federal_officials,0.0186957842873
396,left,democratic_presidential_candidate_hillary_clinton,0.0186674573414
397,left,abraham_lincoln,0.0186391303955
398,left,human_activity,0.0186108034496
399,left,taking_advantage,0.0186108034496
400,left,65_percent,0.0186108034496
401,left,could_potentially,0.0185824765037
402,left,almost_immediately,0.0185824765037
403,left,near_future,0.0185824765037
404,left,walked_away,0.0185824765037
405,left,southern_states,0.0185258226119
406,left,rural_areas,0.018497495666
407,left,tear_gas,0.018497495666
408,left,email_address,0.018497495666
409,left,gay_community,0.0184691687202
410,left,good_luck,0.0184691687202
411,left,policy_proposals,0.0184408417743
412,left,american_flag,0.0184125148284
413,left,rio_de_janeiro,0.0184125148284
414,left,source_tmz_photo_credit,0.0183933907391
415,left,star_trek,0.0183558609366
416,left,hot_water,0.0183558609366
417,left,gender_equality,0.0183558609366
418,left,coal_industry,0.0183275339907
419,left,methane_emissions,0.0182992070448
420,left,studies_show,0.0182142262071
421,left,drug_companies,0.0181858992613
422,left,based_upon,0.0181858992613
423,left,private_prisons,0.0181009184236
424,left,prison_population,0.0181009184236
425,left,youre_talking,0.0181009184236
426,left,important_part,0.0180725914777
427,left,500_million,0.0180442645318
428,left,kendrick_lamar,0.0180442645318
429,left,job_creation,0.0180442645318
430,left,since_2009,0.0180442645318
431,left,senate_democrats,0.0180159375859
432,left,economic_justice,0.0180159375859
433,left,malcolm_x,0.0179592836941
434,left,time_ago,0.0179309567482
435,left,bill_maher,0.0178743028565
436,left,josh_duggar,0.0178459759106
437,left,last_minute,0.0178176489647
438,left,create_jobs,0.0178176489647
439,left,food_waste,0.0177893220188
440,left,38_percent,0.0177609950729
441,left,nt_feel,0.0177609950729
442,left,bad_guys,0.0177609950729
443,left,im_gon_na,0.0177609950729
444,left,photo_credit_getty_also,0.0177563901941
445,left,white_nationalists,0.0177043411811
446,left,guardian_reports,0.0177043411811
447,left,lebron_james,0.0177043411811
448,left,911_attacks,0.0177043411811
449,left,senate_floor,0.0176760142352
450,left,box_office,0.0176760142352
451,left,scientific_evidence,0.0176760142352
452,left,corporate_power,0.0176476872893
453,left,ive_heard,0.0176476872893
454,left,national_attention,0.0176193603435
455,left,sex_tape,0.0176193603435
456,left,news_broke,0.0175910333976
457,left,gave_birth,0.0175627064517
458,left,200_million,0.0175627064517
459,left,poverty_line,0.0175343795058
460,left,dating_back,0.0175343795058
461,left,getting_married,0.0175060525599
462,left,became_clear,0.0175060525599
463,left,youll_see,0.0175060525599
464,left,anywhere_else,0.017477725614
465,left,33_percent,0.017477725614
466,left,local_communities,0.0174493986681
467,left,iowa_caucus,0.0174493986681
468,left,tv_shows,0.0174210717222
469,left,taken_seriously,0.0173927447763
470,left,new_york_citys,0.0173927447763
471,left,sounded_like,0.0173927447763
472,left,et_al,0.0173360908846
473,left,15_an_hour,0.0173360908846
474,left,religious_leaders,0.0173077639387
475,left,tuesday_afternoon,0.0173077639387
476,left,gop_nomination,0.0173077639387
477,left,youtube_channel,0.0172794369928
478,left,hong_kong,0.0172511100469
479,left,monday_afternoon,0.0172511100469
480,left,killed_at_least,0.017222783101
481,left,nearly_impossible,0.017222783101
482,left,36_percent,0.0171944561551
483,left,water_quality,0.0171944561551
484,left,boko_haram,0.0171661292092
485,left,taking_action,0.0171378022633
486,left,transgender_community,0.0171378022633
487,left,getting_rid,0.0171378022633
488,left,coming_together,0.0171094753174
489,left,general_population,0.0170811483716
490,left,26_percent,0.0170811483716
491,left,tampa_bay_area,0.0170244944798
492,left,gun_lobby,0.0170244944798
493,left,violence_against_women,0.0169961675339
494,left,racial_slurs,0.0169961675339
495,left,roll_back,0.016967840588
496,left,hurricane_matthew,0.0169395136421
497,left,nikki_haley,0.0169111866962
498,left,second_term,0.0168545328044
499,left,senior_fellow,0.0168262058585
500,left,someone_whos,0.0167978789127
501,left,daily_kos,0.0167412250209
502,left,ballot_box,0.016712898075
503,left,clarence_thomas,0.016712898075
504,left,early_1990s,0.0166562441832
505,left,house_floor,0.0166562441832
506,left,bader_ginsburg,0.0166562441832
507,left,take_responsibility,0.0166279172373
508,left,public_eye,0.0166279172373
509,left,long_island,0.0166279172373
510,left,first_presidential_debate,0.0166279172373
511,left,local_level,0.0166279172373
512,left,hotel_room,0.0165995902914
513,left,offshore_drilling,0.0165995902914
514,left,stay_home,0.0165995902914
515,left,gmo_labeling,0.0165995902914
516,left,climate_denial,0.0165712633455
517,left,central_park,0.0165429363996
518,left,become_increasingly,0.0165146094538
519,left,child_abuse,0.0164862825079
520,left,39_percent,0.016457955562
521,left,national_debt,0.016457955562
522,left,bill_de_blasio,0.016457955562
523,left,urban_areas,0.0164296286161
524,left,birthright_citizenship,0.0164296286161
525,left,baltimore_sun,0.0164013016702
526,left,labor_movement,0.0163729747243
527,left,army_corps,0.0163446477784
528,left,oh_yeah,0.0163446477784
529,left,taken_into_custody,0.0163163208325
530,left,last_october,0.0163163208325
531,left,go_forward,0.0162879938866
532,left,talking_points_memo,0.0162879938866
533,left,second_season,0.0162879938866
534,left,also_pointed,0.0162596669407
535,left,sales_tax,0.0162313399949
536,left,post_has_been_updated,0.016203013049
537,left,announced_plans,0.016203013049
538,left,short_term,0.016203013049
539,left,russian_president_vladimir,0.016203013049
540,left,legal_fees,0.0161746861031
541,left,taxpayer_dollars,0.0161746861031
542,left,developed_countries,0.0161746861031
543,left,emergency_room,0.0161463591572
544,left,reality_star,0.0161463591572
545,left,best_interest,0.0161180322113
546,left,democratic_partys,0.0161180322113
547,left,peoples_lives,0.0160897052654
548,left,would_no_longer,0.0160897052654
549,left,rape_culture,0.0160897052654
550,left,total_number,0.0160897052654
551,left,drivers_license,0.0160613783195
552,left,national_oceanic,0.0160613783195
553,left,shot_dead,0.0160330513736
554,left,thank_god,0.0160330513736
555,left,9_pm,0.0160047244277
556,left,scientific_research,0.0159763974818
557,left,56_percent,0.0159763974818
558,left,death_sentence,0.0159763974818
559,left,news_coverage,0.015948070536
560,left,harvard_university,0.0158914166442
561,left,wednesday_afternoon,0.0158914166442
562,left,george_w_bushs,0.0158914166442
563,left,red_states,0.0158914166442
564,left,news_photo_credit_getty,0.0158852010929
565,left,news_organizations,0.0158630896983
566,left,mass_destruction,0.0158630896983
567,left,dominican_republic,0.0158064358065
568,left,black_lives_matter_activists,0.0158064358065
569,left,blac_chyna,0.0157781088606
570,left,58_percent,0.0157497819147
571,left,price_tag,0.0157497819147
572,left,ta-nehisi_coates,0.0157497819147
573,left,62_percent,0.0157497819147
574,left,koch_industries,0.0157214549688
575,left,nothing_short,0.0157214549688
576,left,much_attention,0.0157214549688
577,left,worked_hard,0.0157214549688
578,left,tipping_point,0.0156648010771
579,left,rupert_murdoch,0.0156648010771
580,left,science_fiction,0.0156648010771
581,left,via_tmz,0.0156648010771
582,left,54_percent,0.0156648010771
583,left,court_records,0.0156364741312
584,left,tuesday_evening,0.0156081471853
585,left,adolf_hitler,0.0156081471853
586,left,300_million,0.0156081471853
587,left,terrorist_groups,0.0155798202394
588,left,walking_around,0.0155514932935
589,left,much_harder,0.0155514932935
590,left,im_glad,0.0155514932935
591,left,presumptive_republican_presidential_nominee,0.0155514932935
592,left,lgbt_issues,0.0155514932935
593,left,season_1,0.0155231663476
594,left,difficult_time,0.0155231663476
595,left,johns_hopkins,0.0155231663476
596,left,8_pm,0.0154948394017
597,left,assistant_professor,0.0154948394017
598,left,next_decade,0.0154665124558
599,left,political_establishment,0.0154665124558
600,left,committed_suicide,0.0154381855099
601,left,told_reuters,0.0154381855099
602,left,racial_bias,0.0154381855099
603,left,bear_arms,0.0154098585641
604,left,29_percent,0.0154098585641
605,left,told_politico,0.0154098585641
606,left,federal_minimum_wage,0.0154098585641
607,left,young_age,0.0153815316182
608,left,2016_presidential_election,0.0153815316182
609,left,andrew_cuomo,0.0153815316182
610,left,less_than_half,0.0153532046723
611,left,democratic_side,0.0153532046723
612,left,34_percent,0.0153532046723
613,left,thursday_afternoon,0.0153248777264
614,left,month_ago,0.0153248777264
615,left,six_times,0.0153248777264
616,left,national_conversation,0.0152965507805
617,left,youtube_https_wwwyoutubecomwatch,0.0152682238346
618,left,nazi_germany,0.0152682238346
619,left,another_reason,0.0152682238346
620,left,justin_bieber,0.0152682238346
621,left,thomas_jefferson,0.0152115699428
622,left,getting_ready,0.0152115699428
623,left,taraji_p_henson,0.0151832429969
624,left,full_interview,0.015154916051
625,left,goes_beyond,0.015154916051
626,left,almost_half,0.015154916051
627,left,past_weekend,0.015154916051
628,left,november_2014,0.0151265891052
629,left,higher_rates,0.0151265891052
630,left,border_wall,0.0151265891052
631,left,personal_information,0.0150982621593
632,left,legal_team,0.0150982621593
633,left,worst_thing,0.0150982621593
634,left,capital_punishment,0.0150699352134
635,left,behind_closed_doors,0.0150699352134
636,left,22_million,0.0150699352134
637,left,lady_gaga,0.0150699352134
638,left,answer_questions,0.0150416082675
639,left,bashar_al-assad,0.0150416082675
640,left,web_series,0.0150416082675
641,left,still_alive,0.0150132813216
642,left,people_with_disabilities,0.0150132813216
643,left,united_states_government,0.0149849543757
644,left,republican_leadership,0.0149849543757
645,left,stark_contrast,0.0149849543757
646,left,pharmaceutical_companies,0.0149566274298
647,left,probable_cause,0.0149566274298
648,left,leonardo_dicaprio,0.0149283004839
649,left,south_sudan,0.0149283004839
650,left,conspiracy_theorist,0.0149283004839
651,left,immune_system,0.014899973538
652,left,birth_defects,0.014899973538
653,left,chris_hedges,0.014899973538
654,left,dallas_morning_news,0.0148716465921
655,left,big_difference,0.0148716465921
656,left,coal_companies,0.0148433196463
657,left,miley_cyrus,0.0148433196463
658,left,next_morning,0.0148149927004
659,left,every_bit,0.0148149927004
660,left,wolf_blitzer,0.0148149927004
661,left,key_role,0.0148149927004
662,left,49_percent,0.0148149927004
663,left,every_aspect,0.0147866657545
664,left,flint_water_crisis,0.0147866657545
665,left,naomi_klein,0.0147866657545
666,left,many_reasons,0.0147583388086
667,left,human_trafficking,0.0147583388086
668,left,gop_establishment,0.0147300118627
669,left,front_door,0.0147016849168
670,left,editors_note,0.0147016849168
671,left,force_awakens,0.0146733579709
672,left,lgbt_youth,0.014645031025
673,left,lose_weight,0.014645031025
674,left,republican_base,0.0146167040791
675,left,human_history,0.0146167040791
676,left,53_percent,0.0145883771332
677,left,57_percent,0.0145600501874
678,left,cant_imagine,0.0145600501874
679,left,fellow_republicans,0.0145600501874
680,left,draw_attention,0.0145600501874
681,left,two_minutes,0.0145600501874
682,left,major_cities,0.0145317232415
683,left,stay_away,0.0145033962956
684,left,early_2000s,0.0144750693497
685,left,top_priority,0.0144750693497
686,left,biological_diversity,0.0144750693497
687,left,ny_times,0.0144750693497
688,left,52_percent,0.0144750693497
689,left,national_average,0.0144467424038
690,left,oprah_winfrey,0.0144184154579
691,left,economic_policies,0.0144184154579
692,left,miami_herald,0.014390088512
693,left,pay_taxes,0.014390088512
694,left,general_manager,0.014390088512
695,left,jimmy_kimmel,0.0143617615661
696,left,sexual_misconduct,0.0143617615661
697,left,story_has_been_updated,0.0143617615661
698,left,oral_sex,0.0143617615661
699,left,63_percent,0.0143334346202
700,left,dr_king,0.0143334346202
701,left,robert_scheer,0.0143325122643
702,left,climate_desk_collaboration,0.0143325122643
703,left,muslims_entering,0.0143051076744
704,left,st_johns,0.0143051076744
705,left,square_miles,0.0143051076744
706,left,theyve_got,0.0142767807285
707,left,photo_credit_twitter,0.0142767807285
708,left,republican_field,0.0142484537826
709,left,ca_nt_get,0.0142201268367
710,left,little_boy,0.0142201268367
711,left,happy_birthday,0.0141917998908
712,left,dr_martin_luther_king,0.0141634729449
713,left,political_campaigns,0.014135145999
714,left,national_television,0.0141068190531
715,left,45_million,0.0141068190531
716,left,legal_status,0.0141068190531
717,left,two_sides,0.0141068190531
718,left,real_housewives,0.0140784921072
719,left,youll_find,0.0140784921072
720,left,budget_cuts,0.0140501651613
721,left,toxic_chemicals,0.0140501651613
722,left,federal_governments,0.0140218382155
723,left,boy_scouts,0.0140218382155
724,left,david_koch,0.0139935112696
725,left,heart_attack,0.0139935112696
726,left,systemic_racism,0.0139651843237
727,left,hydraulic_fracturing,0.0139651843237
728,left,democratic_process,0.0139651843237
729,left,student_body,0.0139651843237
730,left,know_better,0.0139368573778
731,left,plea_deal,0.0139368573778
732,left,address_climate_change,0.0139368573778
733,left,police_station,0.0139368573778
734,left,may_find,0.0139368573778
735,left,lil_wayne,0.0139368573778
736,left,61_percent,0.0139085304319
737,left,politico_reported,0.0139085304319
738,left,orlando_shooting,0.013880203486
739,left,majority_opinion,0.013880203486
740,left,private_companies,0.013880203486
741,left,black_panther_party,0.013880203486
742,left,oath_keepers,0.013880203486
743,left,wildlife_service,0.0138518765401
744,left,least_four,0.0138518765401
745,left,multinational_corporations,0.0137952226483
746,left,former_florida_gov,0.0137952226483
747,left,football_player,0.0137668957024
748,left,customer_service,0.0137668957024
749,left,ive_done,0.0137668957024
750,left,100_people,0.0137385687566
751,left,israeli_government,0.0137385687566
752,left,debt_ceiling,0.0137385687566
753,left,whose_name,0.0137385687566
754,left,closer_look,0.0137102418107
755,left,black_panthers,0.0137102418107
756,left,skin_color,0.0137102418107
757,left,photo_credit_getty_twitter_see,0.0136955117192
758,left,electoral_college,0.0136819148648
759,left,flint_residents,0.0136819148648
760,left,prescription_drugs,0.0136819148648
761,left,tap_water,0.0136535879189
762,left,occupy_wall_street,0.013625260973
763,left,war_hero,0.0135969340271
764,left,reproduced_here_as_part,0.013576074117
765,left,several_hundred,0.0135686070812
766,left,metric_tons,0.0135686070812
767,left,ashley_madison,0.0135119531894
768,left,last_spring,0.0135119531894
